track_id,genre,genre_name,mfcc_kurtosis1,mfcc_kurtosis2,mfcc_kurtosis3,mfcc_kurtosis4,mfcc_kurtosis5,mfcc_kurtosis6,mfcc_kurtosis7,mfcc_kurtosis8,mfcc_kurtosis9,mfcc_kurtosis10,mfcc_kurtosis11,mfcc_kurtosis12,mfcc_kurtosis13,mfcc_kurtosis14,mfcc_kurtosis15,mfcc_kurtosis16,mfcc_kurtosis17,mfcc_kurtosis18,mfcc_kurtosis19,mfcc_kurtosis20,mfcc_max1,mfcc_max2,mfcc_max3,mfcc_max4,mfcc_max5,mfcc_max6,mfcc_max7,mfcc_max8,mfcc_max9,mfcc_max10,mfcc_max11,mfcc_max12,mfcc_max13,mfcc_max14,mfcc_max15,mfcc_max16,mfcc_max17,mfcc_max18,mfcc_max19,mfcc_max20,mfcc_mean1,mfcc_mean2,mfcc_mean3,mfcc_mean4,mfcc_mean5,mfcc_mean6,mfcc_mean7,mfcc_mean8,mfcc_mean9,mfcc_mean10,mfcc_mean11,mfcc_mean12,mfcc_mean13,mfcc_mean14,mfcc_mean15,mfcc_mean16,mfcc_mean17,mfcc_mean18,mfcc_mean19,mfcc_mean20,mfcc_median1,mfcc_median2,mfcc_median3,mfcc_median4,mfcc_median5,mfcc_median6,mfcc_median7,mfcc_median8,mfcc_median9,mfcc_median10,mfcc_median11,mfcc_median12,mfcc_median13,mfcc_median14,mfcc_median15,mfcc_median16,mfcc_median17,mfcc_median18,mfcc_median19,mfcc_median20,mfcc_min1,mfcc_min2,mfcc_min3,mfcc_min4,mfcc_min5,mfcc_min6,mfcc_min7,mfcc_min8,mfcc_min9,mfcc_min10,mfcc_min11,mfcc_min12,mfcc_min13,mfcc_min14,mfcc_min15,mfcc_min16,mfcc_min17,mfcc_min18,mfcc_min19,mfcc_min20,mfcc_skew1,mfcc_skew2,mfcc_skew3,mfcc_skew4,mfcc_skew5,mfcc_skew6,mfcc_skew7,mfcc_skew8,mfcc_skew9,mfcc_skew10,mfcc_skew11,mfcc_skew12,mfcc_skew13,mfcc_skew14,mfcc_skew15,mfcc_skew16,mfcc_skew17,mfcc_skew18,mfcc_skew19,mfcc_skew20,mfcc_std1,mfcc_std2,mfcc_std3,mfcc_std4,mfcc_std5,mfcc_std6,mfcc_std7,mfcc_std8,mfcc_std9,mfcc_std10,mfcc_std11,mfcc_std12,mfcc_std13,mfcc_std14,mfcc_std15,mfcc_std16,mfcc_std17,mfcc_std18,mfcc_std19,mfcc_std20
3767,12,Rock,-1.4775066376,-0.18090882897,-1.5772322416,-0.41502904892,-0.034205056727,0.77676916122,-0.43098172545,0.13425417244,0.17592582107,-0.12044060975,-0.11357086897,0.3032310605,0.30442517996,0.096499927342,0.37982872128,0.265145123,-0.11827159673,0.25587946177,0.1675145328,0.41227027774,-28.197656631,256.18798828,101.5426712,113.28494263,91.182876587,58.873447418,36.146411896,35.879173279,35.275630951,35.963352203,24.802791595,27.008611679,32.947246552,27.862951279,29.06782341,25.542963028,20.709669113,25.869211197,26.587963104,31.876617432,-269.82498169,160.37228394,-2.2328186035,34.308570862,34.522212982,21.505113602,-0.23135893047,2.7877573967,7.777279377,6.592151165,-2.9298875332,-1.3429143429,0.59288656712,4.1048693657,1.3679540157,-5.0492215157,-6.2635807991,-4.208876133,-1.6154484749,-1.8622742891,-310.36972046,157.50860596,5.3943004608,35.101177216,37.656238556,22.687543869,-0.73813277483,3.1454229355,7.9716668129,6.8591136932,-2.7226872444,-1.1821297407,0.051191657782,4.0722103119,1.6556606293,-5.0347337723,-5.9076447487,-3.9151420593,-1.4107068777,-1.8784679174,-532.01220703,-2.842170943E-14,-95.70450592,-28.397499084,-22.00969696,-42.251247406,-39.217761993,-27.91239357,-32.335308075,-28.025014877,-34.674568176,-42.329845428,-30.611646652,-21.57088089,-29.088148117,-30.058380127,-32.162513733,-33.933265686,-28.994527817,-34.48764801,0.25773578882,0.098079882562,-0.039649728686,-0.047466687858,-0.73454028368,-0.61404001713,0.16360630095,-0.14266371727,-0.23815338314,-0.080312624574,-0.10830035061,-0.15581519902,0.39715978503,0.032310824841,-0.10706526041,0.06137034297,-0.22421948612,-0.21645584702,-0.1115950495,-0.047875083983,132.2253418,34.045307159,51.941703796,21.478116989,17.401672363,11.222916603,11.513245583,8.6872014999,7.8308372498,8.4038801193,7.6348462105,7.4382815361,7.0875210762,6.5292525291,6.5963301659,6.6055731773,6.5248026848,6.4661426544,6.4628710747,7.5456824303
3768,10,Pop,3.0957992077,2.9378418922,0.66642040014,0.89031851292,0.050954796374,0.50335109234,0.13515254855,0.38537606597,1.0078290701,-0.040925033391,0.72650712729,0.12695078552,-0.1780192256,0.15478166938,-0.012841988355,-0.022295083851,0.07890509069,0.022894730791,0.13568085432,0.052240364254,-70.378211975,222.45561218,82.641304016,116.62778473,56.415988922,47.917842865,45.404037476,54.524765015,49.569820404,34.33310318,40.483165741,33.495101929,21.445375443,25.394990921,24.128025055,23.862207413,25.913341522,23.814905167,19.474908829,21.349393845,-268.97402954,154.68592834,15.301340103,37.233390808,8.812620163,4.631986618,6.3937234879,19.081308365,8.7385053635,-1.858486414,6.3061475754,3.3686630726,-8.0874166489,-5.8608412743,-0.80841016769,-7.3523674011,-1.8888696432,-1.185131669,-7.3058719635,-1.7778033018,-263.54544067,161.0395813,14.586528778,36.084072113,10.106638908,4.3933310509,7.3917059898,18.675262451,8.5083885193,-0.89587455988,6.639064312,3.6090061665,-8.0749044418,-6.1238417625,-0.76437658072,-7.4399337769,-2.0711913109,-1.3677450418,-7.3690619469,-1.7299482822,-512.0501709,-4.0856207306E-14,-62.959396362,-20.06411171,-47.254440308,-42.944503784,-33.715595245,-15.256220818,-31.881803513,-42.751914978,-32.778785706,-29.715867996,-40.159191132,-37.79693222,-34.439273834,-33.17156601,-31.079627991,-26.563661575,-34.411334991,-22.652770996,-1.3647005558,-1.6511149406,0.1563539207,0.63122802973,-0.3522939682,-0.16695344448,-0.38364440203,0.28129327297,0.32032775879,-0.31793189049,-0.27223452926,-0.20093712211,-0.042122710496,0.13101263344,-0.12601909041,0.07323294878,-0.019819779322,0.14232450724,-0.020803110674,0.0066623627208,61.907104492,33.554386139,18.657518387,18.425100327,14.833788872,10.746939659,10.095018387,8.9309778214,9.2470855713,10.307324409,8.6319084167,7.982840538,9.2111158371,8.0482444763,6.8771862984,7.4391522408,6.8208904266,6.3452339172,7.023478508,5.7861151695
3769,10,Pop,1.1547851562,3.7478210926,0.23820461333,1.8058928251,0.3822337389,0.26003989577,0.58333307505,0.65226787329,0.61555033922,0.47595357895,0.35104700923,0.41845047474,0.53029036522,0.35363295674,0.30837506056,0.18606361747,0.27113005519,0.47031915188,0.1334643364,0.10055113584,-117.69880676,237.2671051,90.589141846,125.73434448,60.647727966,54.738594055,38.739284515,55.173839569,45.830883026,40.264511108,42.734352112,36.823169708,26.221902847,29.665843964,29.793922424,18.776096344,23.236766815,29.505849838,16.468322754,22.61050415,-294.22842407,169.29663086,17.730978012,32.773658752,9.7656269073,10.89323616,6.2794132233,14.566222191,12.750167847,6.0484323502,5.4892530441,-1.1531771421,-9.2021570206,-4.5470404625,-0.66472393274,-7.2159137726,-1.4666423798,-3.1950068474,-7.4596223831,-0.26591980457,-292.41003418,171.6335144,16.151292801,31.682353973,11.948700905,10.601566315,7.1128902435,14.637162209,12.979584694,7.2656769753,6.0058012009,-1.2816218138,-9.0732488632,-4.6627545357,-0.65137541294,-7.0798397064,-1.4666827917,-3.293371439,-7.4021530151,-0.16887812316,-551.32037354,-7.3718808835E-14,-74.019462585,-24.469573975,-46.574760437,-30.358161926,-38.075214386,-26.009428024,-30.032468796,-48.098701477,-42.40738678,-34.174526215,-42.816921234,-34.671653748,-30.8491745,-36.127178192,-30.322435379,-27.568202972,-31.920513153,-23.033472061,-0.51594489813,-1.4171266556,0.21674789488,0.7261633873,-0.55682963133,0.14697928727,-0.50761049986,0.078742817044,-0.16442246735,-0.57741165161,-0.26991018653,0.063376121223,-0.1520909518,0.13220643997,-0.036649994552,-0.12928198278,-0.053046002984,0.13588951528,-0.072191275656,-0.057787723839,56.554828644,27.218589783,19.809885025,18.233877182,14.900856018,10.618457794,9.5760822296,9.0980176926,8.3238372803,9.975227356,9.0308847427,7.6668963432,8.5083885193,6.9173016548,7.2814574242,6.8963308334,6.1791448593,6.4894361496,6.1119689941,6.0211453438
3770,10,Pop,-0.22241599858,1.7373399734,-0.3063749671,0.67430961132,0.45070508122,0.83376538754,0.095931410789,0.55788850784,0.2510586381,0.080401852727,0.34710982442,0.11042627692,-0.020775437355,0.27291682363,0.10308817774,0.033755876124,0.22161203623,0.03690110147,0.096830420196,-0.0072702956386,-125.11695862,223.99726868,106.73445129,111.04051208,61.356056213,62.785587311,49.674724579,52.834606171,40.115020752,43.246353149,42.82024765,38.107818604,24.491422653,34.139392853,27.653362274,24.697492599,31.131765366,27.920238495,21.431770325,19.403362274,-315.65802002,157.47694397,33.058727264,34.044403076,13.888607979,7.9621787071,12.02686882,16.12469101,6.4301800728,-0.033045709133,4.4229059219,-0.052541714162,-6.265212059,-2.8677465916,0.19190645218,-4.7322740555,-2.9830293655,-4.3301095963,-8.16933918,-3.969189167,-313.33920288,159.24131775,32.261165619,34.402008057,16.559671402,8.2744092941,12.713158607,16.96764946,7.0015363693,-0.143532902,4.2642278671,0.41460600495,-5.9651007652,-2.9227440357,0.015347098932,-4.166949749,-2.9391458035,-4.5008926392,-8.0053920746,-4.0054264069,-524.64959717,-7.6383344094E-14,-58.863067627,-35.08082962,-51.771007538,-51.442405701,-26.971542358,-27.435018539,-36.354011536,-35.431537628,-29.446237564,-38.631473541,-45.132991791,-34.115905762,-29.511688232,-37.328117371,-28.250162125,-36.047019958,-33.030349731,-27.504859924,-0.27487957478,-0.79409772158,0.075627036393,-0.056498300284,-0.70835161209,-0.23192739487,-0.23700302839,-0.47095042467,-0.32020258904,-0.038140565157,0.18564765155,-0.20054635406,-0.15939889848,0.05894709006,-0.0077046654187,-0.27751901746,0.044882554561,-0.0055725313723,-0.059559702873,0.040378268808,57.979934692,27.416313171,24.300430298,17.239629745,15.480293274,12.940231323,10.527822495,10.132885933,9.2748308182,9.3458843231,9.2665100098,10.173001289,9.6458568573,8.0144443512,7.6612710953,8.4111318588,7.1216745377,8.7257061005,6.4072666168,6.3220639229
3771,10,Pop,1.4262182713,4.1223540306,-0.22756944597,0.34505838156,0.38295283914,-0.27418914437,0.39545398951,-0.095126017928,0.29839643836,0.3527598381,0.11575096846,0.15255326033,0.011148221791,0.28658673167,0.36929041147,0.086948871613,0.17661231756,-0.2649846971,-0.083324790001,-0.10395293683,-78.068717957,224.48490906,88.830749512,101.59518433,87.703735352,63.601161957,41.930915833,41.687484741,46.437267303,39.141414642,37.328845978,23.617534637,25.899860382,31.233854294,28.925603867,28.432188034,37.188766479,29.973667145,18.818288803,23.773227692,-290.87109375,161.18466187,24.661359787,28.492612839,14.612883568,13.470785141,6.5517697334,6.629199028,6.3596262932,3.1826753616,-0.28013828397,-5.9905309677,-7.9913568497,-3.7776648998,-2.3280236721,-4.7418365479,-1.216730237,-4.2317037582,-9.7898187637,-4.9738607407,-285.58197021,167.16693115,26.125165939,27.758327484,16.889478683,13.389892578,7.569729805,7.6624836922,6.1730313301,2.9498083591,-0.18277861178,-6.0071411133,-7.9330019951,-4.1533551216,-2.3934133053,-4.2758493423,-1.3004555702,-4.2100419998,-10.23110199,-5.2333283424,-514.99206543,1.7763568394E-14,-63.877025604,-47.704967499,-58.001556396,-51.611656189,-45.68719101,-32.373256683,-32.197593689,-32.380016327,-40.664299011,-45.339286804,-48.498867035,-29.549655914,-39.579761505,-34.210559845,-25.769546509,-35.552387238,-32.94285965,-31.773084641,-0.77421015501,-1.6954092979,-0.25376367569,0.28677651286,-0.44193384051,0.1054931134,-0.51657634974,-0.34515956044,0.17629463971,0.050853069872,0.045185755938,0.058540377766,-0.064057834446,0.27230221033,-0.1249191016,-0.21149499714,0.076237685978,0.088969044387,0.23045182228,0.18297676742,60.130378723,33.651165009,24.210443497,19.071376801,18.234434128,15.020130157,11.836526871,10.905207634,9.6944150925,9.5136032104,9.5950908661,8.4521465302,9.4934539795,7.9090919495,8.8152160645,8.3008384705,7.3158416748,9.8019933701,7.1014904976,8.0523872375
3772,10,Pop,4.5505475998,6.1849050522,0.95696598291,1.056517005,0.89556026459,-0.056880857795,0.19795389473,-0.095544613898,0.15512411296,0.16273751855,-0.052507683635,-0.12089816481,0.54291158915,-0.069743901491,-0.15716198087,0.06695690006,-0.059462949634,-0.042902193964,-0.099078595638,0.1044722572,-87.079193115,246.00299072,70.024589539,95.700393677,70.557052612,58.060470581,40.783157349,42.091094971,39.92477417,26.601512909,30.379686356,28.559364319,27.271486282,24.476364136,25.804300308,29.202528,20.410247803,29.896707535,24.410633087,29.527648926,-270.08004761,182.13586426,-6.2953538895,12.284193039,-4.4630494118,-1.6865729094,0.2090190649,-3.4252798557,-9.2376737595,-6.4540109634,-2.1977300644,-6.1225819588,-8.612238884,-6.652118206,-4.8713173866,-4.5883965492,-3.0017683506,-4.3429317474,-4.8856678009,-1.6532895565,-265.76885986,188.6594696,-6.8058862686,11.322180748,-3.7070200443,-3.0748841763,0.45479911566,-3.8955528736,-10.848056793,-6.6605234146,-2.0126736164,-6.3448534012,-8.6206645966,-6.7992024422,-4.8435378075,-4.5939621925,-2.9053461552,-4.5698661804,-4.7651968002,-1.3576323986,-556.32012939,-28.225723267,-88.646812439,-40.320549011,-72.565879822,-44.355113983,-49.911323547,-35.525428772,-49.608726501,-42.377120972,-38.359508514,-36.273548126,-50.811100006,-38.845149994,-31.74212265,-32.550426483,-30.642032623,-32.926753998,-32.428844452,-29.115282059,-1.3807653189,-2.1472361088,0.21561801434,0.6087859273,-0.22143884003,0.35128352046,-0.25471785665,0.25423130393,0.46011975408,0.056290034205,-0.073491506279,0.067544460297,-0.16745966673,0.030287805945,0.04705421254,0.035150282085,-0.082773640752,0.079922251403,-0.051233198494,-0.15380705893,58.382419586,35.09961319,16.551980972,18.006288528,15.172287941,14.386880875,11.391518593,10.938534737,12.458240509,9.3003492355,9.1937561035,9.1426172256,9.207857132,8.4770698547,8.4167566299,7.8522806168,7.0504541397,8.0214271545,7.4277949333,7.2868876457
3773,10,Pop,1.1940364838,3.1891546249,-0.024920096621,0.62877994776,0.22016449273,0.3462741673,0.30623558164,0.11529938132,0.37700870633,-0.14052408934,0.14340546727,0.0071809832007,0.10663951188,0.17781823874,0.20044830441,0.02785669826,0.17442329228,0.25157356262,-0.024132072926,0.10375284404,-72.469184875,236.95687866,106.4621048,124.23699951,86.350517273,65.684181213,49.040973663,54.935592651,50.191886902,43.009811401,43.359642029,37.878158569,28.341466904,34.167442322,30.002122879,29.057291031,36.401424408,30.981971741,24.637283325,30.26807785,-288.28161621,158.66928101,20.422973633,27.396280289,9.8989448547,6.8221387863,6.980152607,11.140862465,5.9686665535,0.84431391954,3.3144099712,-1.5184653997,-7.8374714851,-4.4778084755,-1.5685380697,-5.5443387032,-2.0579271317,-3.2654995918,-7.1463027,-2.1508455276,-280.84460449,164.34390259,19.02872467,27.535125732,11.63903141,6.9873752594,7.7604393959,12.85598278,7.7317452431,1.2079581022,3.7375729084,-1.3758268356,-7.8670969009,-4.637866497,-1.421761632,-5.4544153214,-2.0425138474,-3.2486667633,-7.1847643852,-1.914057374,-513.40789795,-29.086360931,-87.716209412,-46.474250793,-68.581436157,-51.3422966,-47.539878845,-35.206661224,-46.893615723,-48.935153961,-42.033309937,-45.760620117,-49.476963043,-39.47902298,-40.053775787,-37.231292725,-31.961839676,-37.75938797,-33.883152008,-30.866003036,-0.85361230373,-1.5657064915,0.17482294142,0.22404012084,-0.38024401665,-0.072813808918,-0.35782822967,-0.4365836978,-0.5849416852,-0.1949954927,-0.14940205216,-0.10396772623,-0.092920780182,0.071726858616,-0.14387798309,-0.079754292965,-0.029623452574,-0.046942524612,0.011339502409,-0.13619689643,63.933036804,34.392448425,23.415939331,20.316745758,16.355653763,13.308923721,10.917757988,12.442364693,12.294708252,10.648742676,9.5929708481,9.2760429382,9.2927856445,7.9203910828,7.8521814346,7.8106460571,6.8396010399,7.7796421051,6.9464149475,6.7488193512
3780,17,Folk,0.62239271402,3.8847699165,-0.69883704185,2.4779949188,0.1285341531,1.0962064266,-0.22950352728,0.23452347517,0.1515660882,-0.034498568624,0.12688629329,0.63108116388,0.061286829412,0.22679276764,-0.015303278342,0.32017672062,0.059173215181,0.070658534765,-0.085895657539,0.49940273166,-23.201328278,247.31309509,86.797912598,139.84552002,75.186691284,73.2448349,45.555088043,47.284000397,40.876083374,27.209487915,26.20057106,31.230283737,20.680015564,31.997014999,30.805353165,27.906341553,24.093336105,29.600622177,36.135719299,40.765594482,-235.54284668,171.48606873,8.2950706482,39.771717072,17.498046875,20.616189957,7.9394302368,8.0367603302,0.15983270109,-12.631128311,-10.280703545,-3.4749794006,-8.6629238129,-4.6259660721,-5.0120534897,-4.4484405518,-4.2489523888,-1.3592025042,4.6352243423,5.5587029457,-217.77301025,180.56465149,4.3027691841,37.719982147,20.853374481,19.98815155,9.1395130157,8.0798511505,-0.72355043888,-12.736011505,-10.297986031,-4.1625709534,-8.4195556641,-4.6360263824,-5.2962989807,-4.507434845,-4.3042039871,-1.1271841526,4.8707094193,5.8164935112,-522.55395508,-3.6415315208E-14,-68.213356018,-7.4369773865,-59.234668732,-15.828239441,-41.948768616,-34.162773132,-29.141700745,-47.582012177,-44.436149597,-38.522392273,-41.076457977,-40.876873016,-35.772624969,-35.954307556,-31.293140411,-31.779752731,-26.342802048,-35.201828003,-0.96009600163,-1.8331623077,0.39934527874,1.0174385309,-0.66008675098,0.52690452337,-0.35574215651,0.060651388019,0.46758359671,0.038218032569,0.078570373356,0.4382506609,-0.097938477993,-0.080705277622,0.12622012198,0.08882535249,0.084004357457,-0.098102048039,-0.0554045178,-0.22024704516,91.87815094,38.059764862,27.551530838,17.420534134,20.014810562,11.499588966,12.072999954,9.652794838,10.179706573,9.715259552,8.6598005295,8.6043920517,8.4676141739,9.6127786636,9.1434364319,7.9055118561,7.2121148109,8.0985507965,8.2843017578,9.2809495926
3781,17,Folk,-0.20393501222,5.3349094391,-0.74529063702,0.0011223442852,-0.40522736311,-0.22774495184,-0.44071891904,0.31583109498,0.19362984598,-0.028362497687,0.097131215036,0.39127177,0.17995192111,-0.0037805084139,0.34622326493,0.07055234164,0.26429888606,0.46477916837,0.30597010255,0.87662690878,-39.1264534,238.64720154,105.57511902,113.70469666,76.683708191,68.516525269,47.957691193,47.371589661,58.1040802,31.730928421,26.790937424,35.754013062,30.850601196,27.860097885,23.562330246,31.434652328,25.109870911,34.144489288,39.296802521,47.983062744,-273.0463562,170.30314636,7.3690633774,31.207836151,11.128495216,17.98182869,7.4297933578,6.3264522552,9.1455497742,-6.9989471436,-4.262594223,1.9847700596,-4.4857993126,-4.7549324036,-5.8976464272,-5.1815662384,-5.4936070442,-1.4847445488,0.81243085861,-2.930287838,-270.58731079,173.36315918,5.4189839363,31.143526077,10.791156769,19.318155289,8.2741565704,6.334373951,7.5364603996,-6.5480499268,-3.7709441185,1.702251792,-4.7170000076,-4.3400921822,-5.0092892647,-5.4748978615,-5.3082771301,-1.2555986643,0.87545669079,-2.8891906738,-543.37365723,-1.5099033135E-14,-88.90032196,-36.160545349,-55.01675415,-33.803394318,-47.923587799,-34.710010529,-26.034145355,-44.986099243,-42.522525787,-39.558258057,-36.514652252,-35.641780853,-43.77431488,-30.962368011,-35.335472107,-28.846805573,-28.389623642,-45.827907562,-0.20692700148,-1.5298027992,0.16501843929,0.13205578923,0.052836026996,-0.38003772497,-0.30178615451,0.00089696364012,0.52452510595,-0.23557250202,-0.3408280611,-0.058288350701,0.15416540205,-0.10263180733,-0.41956442595,0.23875004053,-0.083753094077,0.12290608138,0.042313810438,0.25844863057,86.267776489,29.001571655,40.256153107,19.729768753,18.991504669,15.753321648,14.179837227,12.233997345,11.864612579,10.018578529,10.060598373,9.685708046,8.1957654953,9.0202970505,9.4741430283,8.3516349792,7.2502155304,8.1466970444,8.4723978043,10.342002869
3782,17,Folk,0.73381388187,2.9179689884,-0.50406467915,1.0414661169,0.96668362617,1.2391570807,-0.0031186360866,0.64715236425,0.094317391515,0.1871856302,0.06610737741,0.23471525311,0.098245643079,-0.027953006327,-0.00410918938,0.28628104925,0.52858006954,0.70839720964,0.95991617441,0.33538386226,-81.973182678,244.62435913,93.026344299,128.83428955,78.470787048,74.36618042,45.353935242,42.134765625,35.520694733,27.277482986,27.437215805,35.550567627,17.823745728,21.983221054,22.861232758,30.837558746,32.123264313,33.723781586,36.337310791,27.77309227,-266.07196045,155.50248718,8.9519901276,38.558765411,20.793157578,18.945188522,1.9776803255,1.1098446846,-1.5838125944,-10.28478241,-7.8688850403,-5.7296552658,-7.8977456093,-8.7954521179,-10.431224823,-4.0449581146,-4.3041167259,-1.3046673536,1.2947895527,-3.2088091373,-250.66796875,162.26280212,5.3227171898,38.061069489,22.135765076,18.849796295,3.0593523979,0.94495028257,-1.9629853964,-10.494329453,-8.2562141418,-6.2622127533,-7.551410675,-8.4108171463,-10.341182709,-4.2534446716,-4.2150425911,-0.98679941893,0.9301429987,-3.0382320881,-520.12390137,-2.3092638912E-14,-62.63275528,-33.396743774,-55.602855682,-27.176527023,-51.396060944,-40.064128876,-41.218696594,-50.931049347,-44.691825867,-39.827198029,-42.377784729,-40.128829956,-44.567867279,-38.493453979,-40.855430603,-33.694824219,-28.657686234,-35.769592285,-0.99588268995,-1.5070202351,0.32845517993,0.44986632466,-0.61182075739,0.30826875567,-0.42130947113,0.12034509331,0.20202548802,0.026895174757,0.15722739697,0.27683120966,-0.26707413793,-0.22389066219,-0.028424620628,0.063028141856,-0.10078565776,-0.15301948786,0.36823564768,-0.049417350441,80.895446777,37.050262451,28.595767975,20.799465179,17.345794678,12.331158638,12.615386963,10.999762535,10.970568657,10.072710037,9.3162221909,9.8075761795,7.9625630379,8.6253509521,8.952000618,8.8017883301,8.1640901566,7.9081196785,8.4147939682,8.2200059891
3783,17,Folk,1.5107312202,2.5930495262,0.47041425109,-0.18321768939,0.051315423101,1.8047994375,0.22442525625,0.3909483254,0.25201526284,0.47133049369,0.14817596972,0.55919677019,0.19587665796,0.26816916466,0.093872047961,0.070666849613,0.31071516871,0.25935015082,0.23950791359,0.34491765499,-27.467010498,245.59141541,100.90440369,108.57021332,80.268325806,84.707466125,44.224708557,44.648654938,42.485687256,43.552703857,30.643302917,35.770942688,25.099355698,23.267593384,30.076547623,28.519042969,22.183513641,27.464241028,28.119010925,23.277212143,-215.18972778,166.02476501,-7.9542684555,38.305271149,13.581118584,23.331167221,6.5455322266,7.0106334686,6.3757777214,-0.5077124238,-1.6858913898,0.27858781815,-5.9510960579,-4.1493873596,-4.826359272,-5.6498842239,-4.7039256096,0.17787761986,1.6087722778,-0.55758172274,-188.2325592,179.2578125,-13.718317986,39.247554779,14.320447922,22.361608505,7.1771392822,6.8853797913,5.9383211136,-0.33563444018,-1.6350998878,0.12428455055,-5.7827215195,-4.095553875,-4.6879196167,-5.7377872467,-4.5208692551,0.29797858,1.7093970776,-0.50245702267,-526.3760376,-6.7501559897E-14,-71.467971802,-29.838922501,-56.191459656,-18.88012886,-44.652763367,-30.699531555,-38.393035889,-41.272247314,-30.776582718,-34.47221756,-41.238628387,-34.890586853,-35.045249939,-36.790668488,-31.592473984,-27.408729553,-28.997217178,-31.690729141,-1.4032064676,-1.7079923153,0.82457542419,-0.16073425114,-0.3453912437,0.8061748147,-0.34953036904,0.075049117208,0.27287167311,-0.16737423837,-0.015595303848,0.056231170893,-0.1373013258,-0.13884396851,-0.13783979416,0.039253465831,-0.10862921923,-0.064624771476,-0.17458565533,-0.11006861925,103.83494568,45.355808258,29.318929672,17.592716217,16.608585358,12.964499474,11.586853027,8.6469869614,9.3229379654,8.8846435547,7.8714609146,7.8288331032,7.2571988106,6.9546751976,7.4339447021,7.0034751892,6.4936904907,6.6638560295,6.7546348572,6.5232205391
3784,17,Folk,3.8328022957,10.293553352,-0.027435880154,0.065535381436,1.1529337168,1.5060843229,0.12288890779,0.15224164724,-0.31532716751,0.061814509332,-0.027975516394,-0.22689783573,-0.099346496165,0.02950261347,0.26973894238,0.35889929533,0.24404072762,0.76621872187,0.82306939363,0.6355676651,-41.751739502,230.39257812,59.274547577,85.424865723,49.826950073,66.143058777,35.402610779,32.234916687,26.114616394,14.101984978,32.289207458,36.628292084,24.385147095,23.930463791,32.717006683,29.153131485,35.059669495,38.854373932,40.90385437,40.072364807,-226.08825684,170.00170898,-9.8816461563,21.415430069,0.67315155268,4.1301937103,-1.3725304604,-11.745810509,-9.9855499268,-18.210260391,-8.0144996643,3.2148830891,-4.5408101082,-6.5610256195,-7.4017820358,-9.2715978622,-5.8794503212,0.3060015142,-0.38478812575,-5.0572667122,-214.65769958,176.63497925,-11.064112663,20.776611328,1.6306686401,2.4083003998,-0.38116669655,-12.822159767,-10.386709213,-18.42738533,-8.7124643326,2.8341121674,-4.1072211266,-6.1095094681,-7.4429092407,-10.00921154,-6.4560694695,-4.8849813084E-14,-0.17352004349,-5.2046279907,-504.90231323,-1.680816412,-73.124519348,-29.840551376,-69.878013611,-32.212474823,-51.745697021,-41.224369049,-48.97240448,-51.399341583,-43.049716949,-29.358575821,-41.754741669,-40.48210144,-37.445671082,-43.13217926,-36.399253845,-28.934356689,-37.993961334,-39.866943359,-1.580414772,-2.8472046852,0.30291762948,0.30686181784,-0.61465960741,0.89063411951,-0.29960533977,0.46344166994,0.11826441437,0.092203222215,0.29502880573,0.028179874644,-0.20939528942,-0.27061212063,0.14711406827,0.34296303988,0.416759938,0.3622353673,0.051843442023,0.14460229874,71.467483521,34.341194153,20.576219559,15.127117157,14.29733181,11.718923569,10.800779343,10.362336159,10.916161537,9.4029016495,9.4970912933,9.6664352417,8.7961378098,8.7223796844,8.4822340012,8.9249124527,9.6256570816,8.2706975937,8.5100183487,9.3255910873
